Areaname,STCOU,area
"Andrews, TX",48003,1500.64
"Angelina, TX",48005,801.56
"Aransas, TX",48007,251.86
"Archer, TX",48009,909.7
"Armstrong, TX",48011,913.63
"Atascosa, TX",48013,1232.12
"Austin, TX",48015,652.59
"Bailey, TX",48017,826.69
"Bandera, TX",48019,791.73
"Bastrop, TX",48021,888.35
"Baylor, TX",48023,870.77
"Bee, TX",48025,880.14
"Bell, TX",48027,1059.72
"Bexar, TX",48029,1246.82
"Blanco, TX",48031,711.24
"Borden, TX",48033,898.8
"Bosque, TX",48035,989.18
"Bowie, TX",48037,887.87
"Brazoria, TX",48039,1386.4
"Brazos, TX",48041,585.78
"Brewster, TX",48043,6192.61
"Briscoe, TX",48045,900.25
"Brooks, TX",48047,943.28
"Brown, TX",48049,943.85
"Burleson, TX",48051,665.54
"Burnet, TX",48053,996.04
"Caldwell, TX",48055,545.73
"Calhoun, TX",48057,512.31
"Callahan, TX",48059,898.62
"Cameron, TX",48061,905.76
"Camp, TX",48063,197.51
"Carson, TX",48065,923.19
"Cass, TX",48067,937.35
"Castro, TX",48069,898.31
"Chambers, TX",48071,599.31
"Cherokee, TX",48073,1052.22
"Childress, TX",48075,710.34
"Clay, TX",48077,1097.82
"Cochran, TX",48079,775.22
"Coke, TX",48081,898.81
"Coleman, TX",48083,1260.2
"Collin, TX",48085,847.56
"Collingsworth, TX",48087,918.8
"Colorado, TX",48089,962.95
"Comal, TX",48091,561.45
"Comanche, TX",48093,937.69
"Concho, TX",48095,991.45
"Cooke, TX",48097,873.64
"Coryell, TX",48099,1051.76
"Cottle, TX",48101,901.18
"Crane, TX",48103,785.56
"Crockett, TX",48105,2807.42
"Crosby, TX",48107,899.51
"Culberson, TX",48109,3812.46
"Dallam, TX",48111,1504.69
"Dallas, TX",48113,879.6
"Dawson, TX",48115,902.06
"Deaf Smith, TX",48117,1497.34
"Delta, TX",48119,277.08
"Denton, TX",48121,888.54
"DeWitt, TX",48123,909.18
"Dickens, TX",48125,904.21
"Dimmit, TX",48127,1330.91
"Donley, TX",48129,929.77
"Duval, TX",48131,1792.71
"Eastland, TX",48133,926.01
"Ector, TX",48135,901.06
"Edwards, TX",48137,2119.75
"Ellis, TX",48139,939.91
"El Paso, TX",48141,1013.11
"Erath, TX",48143,1086.33
"Falls, TX",48145,769.09
"Fannin, TX",48147,891.45
"Fayette, TX",48149,950.03
"Fisher, TX",48151,901.16
"Floyd, TX",48153,992.19
"Foard, TX",48155,706.68
"Fort Bend, TX",48157,874.64
"Franklin, TX",48159,285.66
"Freestone, TX",48161,877.43
"Frio, TX",48163,1133.02
"Gaines, TX",48165,1502.35
"Galveston, TX",48167,398.47
"Garza, TX",48169,895.56
"Gillespie, TX",48171,1061.06
"Glasscock, TX",48173,900.75
"Goliad, TX",48175,853.52
"Gonzales, TX",48177,1067.75
"Gray, TX",48179,928.28
"Grayson, TX",48181,933.51
"Gregg, TX",48183,274.03
"Grimes, TX",48185,793.6
"Guadalupe, TX",48187,711.14
"Hale, TX",48189,1004.65
"Hall, TX",48191,903.09
"Hamilton, TX",48193,835.71
"Hansford, TX",48195,919.8
"Hardeman, TX",48197,695.38
"Hardin, TX",48199,894.33
"Harris, TX",48201,1728.83
"Harrison, TX",48203,898.71
"Hartley, TX",48205,1462.25
"Haskell, TX",48207,902.97
"Hays, TX",48209,677.87
"Hemphill, TX",48211,909.68
"Henderson, TX",48213,874.24
"Hidalgo, TX",48215,1569.75
"Hill, TX",48217,962.36
"Hockley, TX",48219,908.28
"Hood, TX",48221,421.61
"Hopkins, TX",48223,782.4
"Houston, TX",48225,1230.89
"Howard, TX",48227,902.84
"Hudspeth, TX",48229,4571
"Hunt, TX",48231,841.16
"Hutchinson, TX",48233,887.37
"Irion, TX",48235,1051.48
"Jack, TX",48237,916.61
"Jackson, TX",48239,829.49
"Jasper, TX",48241,937.4
"Jeff Davis, TX",48243,2264.43
"Jefferson, TX",48245,903.55
"Jim Hogg, TX",48247,1136.11
"Jim Wells, TX",48249,864.52
"Johnson, TX",48251,729.42
"Jones, TX",48253,930.99
"Karnes, TX",48255,750.32
"Kaufman, TX",48257,786.04
"Kendall, TX",48259,662.44
"Kenedy, TX",48261,1456.77
"Kent, TX",48263,902.33
"Kerr, TX",48265,1106.12
"Kimble, TX",48267,1250.7
"King, TX",48269,912.29
"Kinney, TX",48271,1363.44
"Kleberg, TX",48273,870.97
"Knox, TX",48275,849
"Lamar, TX",48277,916.81
"Lamb, TX",48279,1016.21
"Lampasas, TX",48281,712.04
"La Salle, TX",48283,1488.85
"Lavaca, TX",48285,969.9
"Lee, TX",48287,628.5
"Leon, TX",48289,1072.04
"Liberty, TX",48291,1159.68
"Limestone, TX",48293,908.88
"Lipscomb, TX",48295,932.11
"Live Oak, TX",48297,1036.3
"Llano, TX",48299,934.76
"Loving, TX",48301,673.08
"Lubbock, TX",48303,899.49
"Lynn, TX",48305,891.88
"McCulloch, TX",48307,1069.31
"McLennan, TX",48309,1041.88
"McMullen, TX",48311,1113
"Madison, TX",48313,469.65
"Marion, TX",48315,381.21
"Martin, TX",48317,914.78
"Mason, TX",48319,932.07
"Matagorda, TX",48321,1114.46
"Maverick, TX",48323,1280.08
"Medina, TX",48325,1327.76
"Menard, TX",48327,901.91
"Midland, TX",48329,900.25
"Milam, TX",48331,1016.71
"Mills, TX",48333,748.11
"Mitchell, TX",48335,910.04
"Montague, TX",48337,930.66
"Montgomery, TX",48339,1044.03
"Moore, TX",48341,899.66
"Morris, TX",48343,254.51
"Motley, TX",48345,989.38
"Nacogdoches, TX",48347,946.77
"Navarro, TX",48349,1007.66
"Newton, TX",48351,932.69
"Nolan, TX",48353,911.98
"Nueces, TX",48355,835.82
"Ochiltree, TX",48357,917.56
"Oldham, TX",48359,1500.63
"Orange, TX",48361,356.4
"Palo Pinto, TX",48363,952.93
"Panola, TX",48365,800.92
"Parker, TX",48367,903.51
"Parmer, TX",48369,881.66
"Pecos, TX",48371,4763.66
"Polk, TX",48373,1057.26
"Potter, TX",48375,909.24
"Presidio, TX",48377,3855.51
"Rains, TX",48379,232.05
"Randall, TX",48381,914.43
"Reagan, TX",48383,1175.3
"Real, TX",48385,699.91
"Red River, TX",48387,1050.18
"Reeves, TX",48389,2635.88
"Refugio, TX",48391,770.21
"Roberts, TX",48393,924.09
"Robertson, TX",48395,854.56
"Rockwall, TX",48397,128.79
"Runnels, TX",48399,1050.73
"Rusk, TX",48401,923.55
"Sabine, TX",48403,490.27
"San Augustine, TX",48405,527.87
"San Jacinto, TX",48407,570.65
"San Patricio, TX",48409,691.65
"San Saba, TX",48411,1134.47
"Schleicher, TX",48413,1310.61
"Scurry, TX",48415,902.5
"Shackelford, TX",48417,913.95
"Shelby, TX",48419,794.11
"Sherman, TX",48421,923.03
"Smith, TX",48423,928.38
"Somervell, TX",48425,187.17
"Starr, TX",48427,1223.02
"Stephens, TX",48429,894.64
"Sterling, TX",48431,923.36
"Stonewall, TX",48433,918.67
"Sutton, TX",48435,1453.76
"Swisher, TX",48437,900.43
"Tarrant, TX",48439,863.42
"Taylor, TX",48441,915.63
"Terrell, TX",48443,2357.72
"Terry, TX",48445,889.88
"Throckmorton, TX",48447,912.34
"Titus, TX",48449,410.54
"Tom Green, TX",48451,1522.1
"Travis, TX",48453,989.3
"Trinity, TX",48455,692.84
"Tyler, TX",48457,922.9
"Upshur, TX",48459,587.64
"Upton, TX",48461,1241.68
"Uvalde, TX",48463,1556.55
"Val Verde, TX",48465,3170.38
"Van Zandt, TX",48467,848.64
"Victoria, TX",48469,882.5
"Walker, TX",48471,787.45
"Waller, TX",48473,513.63
"Ward, TX",48475,835.49
"Washington, TX",48477,609.22
"Webb, TX",48479,3356.83
"Wharton, TX",48481,1090.13
"Wheeler, TX",48483,914.26
"Wichita, TX",48485,627.66
"Wilbarger, TX",48487,971.06
"Willacy, TX",48489,596.68
"Williamson, TX",48491,1122.77
"Wilson, TX",48493,806.99
"Winkler, TX",48495,841.05
"Wise, TX",48497,904.61
"Wood, TX",48499,650.22
"Yoakum, TX",48501,799.75
"Young, TX",48503,922.33
"Zapata, TX",48505,996.76
"Zavala, TX",48507,1298.48
UTAH,49000,82143.65
"Beaver, UT",49001,2589.95
"Box Elder, UT",49003,5723.34
"Cache, UT",49005,1164.52
"Carbon, UT",49007,1478.46
"Daggett, UT",49009,698.36
"Davis, UT",49011,304.48
"Duchesne, UT",49013,3238.05
"Emery, UT",49015,4451.85
"Garfield, UT",49017,5174.22
"Grand, UT",49019,3681.56
"Iron, UT",49021,3297.98
"Juab, UT",49023,3391.74
"Kane, UT",49025,3991.96
"Millard, UT",49027,6589.13
"Morgan, UT",49029,609.13
"Piute, UT",49031,757.81
"Rich, UT",49033,1028.53
"Salt Lake, UT",49035,737.38
"San Juan, UT",49037,7820.18
"Sanpete, UT",49039,1588.11
"Sevier, UT",49041,1910.25
"Summit, UT",49043,1871.05
"Tooele, UT",49045,6930.35
"Uintah, UT",49047,4477.07
"Utah, UT",49049,1998.33
"Wasatch, UT",49051,1177.39
"Washington, UT",49053,2426.62
"Wayne, UT",49055,2460.32
"Weber, UT",49057,575.54
VERMONT,50000,9249.56
"Addison, VT",50001,770.18
"Bennington, VT",50003,676.27
"Caledonia, VT",50005,650.59
"Chittenden, VT",50007,539.04
"Essex, VT",50009,665.2
"Franklin, VT",50011,637.07
"Grand Isle, VT",50013,82.62
"Lamoille, VT",50015,460.97
"Orange, VT",50017,688.56
"Orleans, VT",50019,697.7
"Rutland, VT",50021,932.53
"Washington, VT",50023,689.17
"Windham, VT",50025,788.72
"Windsor, VT",50027,970.96
VIRGINIA,51000,39594.07
"Accomack, VA",51001,455.24
"Albemarle, VA",51003,722.61
"Alleghany, VA",51005,444.63
"Amelia, VA",51007,356.8
"Amherst, VA",51009,475.18
"Appomattox, VA",51011,333.69
"Arlington, VA",51013,25.87
"Augusta, VA",51015,970.36
"Bath, VA",51017,531.86
"Bedford, VA",51019,754.5
"Bland, VA",51021,358.67
"Botetourt, VA",51023,542.66
"Brunswick, VA",51025,566.14
"Buchanan, VA",51027,503.88
"Buckingham, VA",51029,580.86
"Campbell, VA",51031,504.48
"Caroline, VA",51033,532.52
"Carroll, VA",51035,476.34
"Charles City, VA",51036,182.76
"Charlotte, VA",51037,474.99
"Chesterfield, VA",51041,425.75
"Clarke, VA",51043,176.62
"Craig, VA",51045,330.61
"Culpeper, VA",51047,381
"Cumberland, VA",51049,298.45
"Dickenson, VA",51051,331.71
"Dinwiddie, VA",51053,503.67
"Essex, VA",51057,257.77
"Fairfax, VA",51059,395.04
"Fauquier, VA",51061,649.7
"Floyd, VA",51063,381.22
"Fluvanna, VA",51065,287.37
"Franklin, VA",51067,692.08
"Frederick, VA",51069,414.63
"Giles, VA",51071,357.33
"Gloucester, VA",51073,216.61
"Goochland, VA",51075,284.43
"Grayson, VA",51077,442.64
"Greene, VA",51079,156.58
"Greensville, VA",51081,295.44
"Halifax, VA",51083,819.3
"Hanover, VA",51085,472.68
"Henrico, VA",51087,238.06
"Henry, VA",51089,382.35
"Highland, VA",51091,415.86
"Isle of Wight, VA",51093,315.87
"James City, VA",51095,142.92
"King and Queen, VA",51097,316.26
"King George, VA",51099,180
"King William, VA",51101,275.43
"Lancaster, VA",51103,133.14
"Lee, VA",51105,437.13
"Loudoun, VA",51107,519.85
"Louisa, VA",51109,497.14
"Lunenburg, VA",51111,431.7
"Madison, VA",51113,321.42
"Mathews, VA",51115,85.68
"Mecklenburg, VA",51117,623.93
"Middlesex, VA",51119,130.3
"Montgomery, VA",51121,388.22
"Nelson, VA",51125,472.35
"New Kent, VA",51127,209.55
"Northampton, VA",51131,207.37
"Northumberland, VA",51133,192.3
"Nottoway, VA",51135,314.65
"Orange, VA",51137,341.7
"Page, VA",51139,311.13
"Patrick, VA",51141,483.14
"Pittsylvania, VA",51143,970.76
"Powhatan, VA",51145,261.28
"Prince Edward, VA",51147,352.76
"Prince George, VA",51149,265.62
"Prince William, VA",51153,337.78
"Pulaski, VA",51155,320.57
"Rappahannock, VA",51157,266.57
"Richmond, VA",51159,191.46
"Roanoke, VA",51161,250.87
"Rockbridge, VA",51163,599.63
"Rockingham, VA",51165,851.15
"Russell, VA",51167,474.66
"Scott, VA",51169,536.58
"Shenandoah, VA",51171,512.2
"Smyth, VA",51173,452.09
"Southampton, VA",51175,599.56
"Spotsylvania, VA",51177,400.86
"Stafford, VA",51179,270.35
"Surry, VA",51181,279.09
"Sussex, VA",51183,490.73
"Tazewell, VA",51185,519.74
"Warren, VA",51187,213.7
"Washington, VA",51191,562.86
"Westmoreland, VA",51193,229.18
"Wise, VA",51195,404.04
"Wythe, VA",51197,463.24
"York, VA",51199,105.65
"Alexandria, VA",51510,15.18
"Bedford, VA",51515,6.89
"Bristol, VA",51520,12.9
"Buena Vista, VA",51530,6.83
"Charlottesville, VA",51540,10.26
"Chesapeake, VA",51550,340.72
"Clifton Forge, VA",51560,3.09
"Colonial Heights, VA",51570,7.48
"Covington, VA",51580,5.67
"Danville, VA",51590,43.06
"Emporia, VA",51595,6.89
"Fairfax, VA",51600,6.31
"Falls Church, VA",51610,1.99
"Franklin, VA",51620,8.35
"Fredericksburg, VA",51630,10.52
"Galax, VA",51640,8.23
"Hampton, VA",51650,51.78
"Harrisonburg, VA",51660,17.56
"Hopewell, VA",51670,10.24
"Lexington, VA",51678,2.49
"Lynchburg, VA",51680,49.39
"Manassas, VA",51683,9.93
"Manassas Park, VA",51685,2.49
"Martinsville, VA",51690,10.96
"Newport News, VA",51700,68.29
"Norfolk, VA",51710,53.73
"Norton, VA",51720,7.53
"Petersburg, VA",51730,22.88
"Poquoson, VA",51735,15.52
"Portsmouth, VA",51740,33.16
"Radford, VA",51750,9.82
"Richmond, VA",51760,60.07
"Roanoke, VA",51770,42.88
"Salem, VA",51775,14.59
"South Boston, VA",51780,0
"Staunton, VA",51790,19.71
"Suffolk, VA",51800,400.02
"Virginia Beach, VA",51810,248.29
"Waynesboro, VA",51820,15.36
"Williamsburg, VA",51830,8.54
"Winchester, VA",51840,9.33
WASHINGTON,53000,66544.06
"Adams, WA",53001,1924.96
"Asotin, WA",53003,635.34
"Benton, WA",53005,1703.09
"Chelan, WA",53007,2921.37
"Clallam, WA",53009,1739.45
"Clark, WA",53011,628.22
"Columbia, WA",53013,868.81
"Cowlitz, WA",53015,1138.64
"Douglas, WA",53017,1820.53
"Ferry, WA",53019,2203.98
"Franklin, WA",53021,1242.4
"Garfield, WA",53023,710.55
"Grant, WA",53025,2681.06
"Grays Harbor, WA",53027,1916.89
"Island, WA",53029,208.43
"Jefferson, WA",53031,1814.23
"King, WA",53033,2126.04
"Kitsap, WA",53035,395.97
"Kittitas, WA",53037,2297.19
"Klickitat, WA",53039,1872.37
"Lewis, WA",53041,2407.64
"Lincoln, WA",53043,2311.21
"Mason, WA",53045,961.06
"Okanogan, WA",53047,5268.07
"Pacific, WA",53049,932.97
"Pend Oreille, WA",53051,1400.27
"Pierce, WA",53053,1678.91
"San Juan, WA",53055,174.92
"Skagit, WA",53057,1735.14
"Skamania, WA",53059,1656.44
"Snohomish, WA",53061,2089.06
"Spokane, WA",53063,1763.64
"Stevens, WA",53065,2478.3
"Thurston, WA",53067,727.02
"Wahkiakum, WA",53069,264.24
"Walla Walla, WA",53071,1270.51
"Whatcom, WA",53073,2119.53
"Whitman, WA",53075,2159.37
"Yakima, WA",53077,4296.23
WEST VIRGINIA,54000,24077.73
"Barbour, WV",54001,340.79
"Berkeley, WV",54003,321.14
"Boone, WV",54005,502.98
"Braxton, WV",54007,513.48
"Brooke, WV",54009,88.85
"Cabell, WV",54011,281.59
"Calhoun, WV",54013,280.62
"Clay, WV",54015,342.4
"Doddridge, WV",54017,320.43
"Fayette, WV",54019,663.93
"Gilmer, WV",54021,340.05
"Grant, WV",54023,477.21
"Greenbrier, WV",54025,1021.26
"Hampshire, WV",54027,641.72
"Hancock, WV",54029,82.82
"Hardy, WV",54031,583.39
"Harrison, WV",54033,416.04
"Jackson, WV",54035,465.79
"Jefferson, WV",54037,209.53
"Kanawha, WV",54039,903.1
"Lewis, WV",54041,382.14
"Lincoln, WV",54043,437.43
"Logan, WV",54045,454.21
"McDowell, WV",54047,534.72
"Marion, WV",54049,309.69
"Marshall, WV",54051,306.99
"Mason, WV",54053,431.85
"Mercer, WV",54055,420.43
"Mineral, WV",54057,327.73
"Mingo, WV",54059,422.61
"Monongalia, WV",54061,361.16
"Monroe, WV",54063,473.37
"Morgan, WV",54065,228.98
"Nicholas, WV",54067,648.63
"Ohio, WV",54069,106.18
"Pendleton, WV",54071,697.87
"Pleasants, WV",54073,130.73
"Pocahontas, WV",54075,940.29
"Preston, WV",54077,648.32
"Putnam, WV",54079,346.23
"Raleigh, WV",54081,606.93
"Randolph, WV",54083,1039.72
"Ritchie, WV",54085,453.51
"Roane, WV",54087,483.57
"Summers, WV",54089,361.17
"Taylor, WV",54091,172.78
"Tucker, WV",54093,418.87
"Tyler, WV",54095,257.56
"Upshur, WV",54097,354.76
"Wayne, WV",54099,505.79
"Webster, WV",54101,555.97
"Wetzel, WV",54103,359.22
"Wirt, WV",54105,232.99
"Wood, WV",54107,367.29
"Wyoming, WV",54109,500.88
WISCONSIN,55000,54310.1
"Adams, WI",55001,647.74
"Ashland, WI",55003,1043.82
"Barron, WI",55005,862.84
"Bayfield, WI",55007,1476.25
"Brown, WI",55009,528.68
"Buffalo, WI",55011,684.47
"Burnett, WI",55013,821.52
"Calumet, WI",55015,319.84
"Chippewa, WI",55017,1010.43
"Clark, WI",55019,1215.64
"Columbia, WI",55021,773.79
"Crawford, WI",55023,572.69
"Dane, WI",55025,1201.89
"Dodge, WI",55027,882.28
"Door, WI",55029,482.72
"Douglas, WI",55031,1309.13
"Dunn, WI",55033,852.03
"Eau Claire, WI",55035,637.64
"Florence, WI",55037,488.03
"Fond du Lac, WI",55039,722.91
"Forest, WI",55041,1014.05
"Grant, WI",55043,1147.85
"Green, WI",55045,583.99
"Green Lake, WI",55047,354.28
"Iowa, WI",55049,762.67
"Iron, WI",55051,757.23
"Jackson, WI",55053,987.32
"Jefferson, WI",55055,557.01
"Juneau, WI",55057,767.61
"Kenosha, WI",55059,272.83
"Kewaunee, WI",55061,342.64
"La Crosse, WI",55063,452.74
"Lafayette, WI",55065,633.57
"Langlade, WI",55067,872.67
"Lincoln, WI",55069,883.3
"Manitowoc, WI",55071,591.53
"Marathon, WI",55073,1544.96
"Marinette, WI",55075,1401.76
"Marquette, WI",55077,455.49
"Menominee, WI",55078,357.96
"Milwaukee, WI",55079,241.56
"Monroe, WI",55081,900.77
"Oconto, WI",55083,997.97
"Oneida, WI",55085,1124.5
"Outagamie, WI",55087,640.34
"Ozaukee, WI",55089,231.95
"Pepin, WI",55091,232.28
"Pierce, WI",55093,576.49
"Polk, WI",55095,917.27
"Portage, WI",55097,806.31
"Price, WI",55099,1252.56
"Racine, WI",55101,333.1
"Richland, WI",55103,586.2
"Rock, WI",55105,720.47
"Rusk, WI",55107,913.13
"St. Croix, WI",55109,721.82
"Sauk, WI",55111,837.63
"Sawyer, WI",55113,1256.42
"Shawano, WI",55115,892.51
"Sheboygan, WI",55117,513.63
"Taylor, WI",55119,974.86
"Trempealeau, WI",55121,734.08
"Vernon, WI",55123,794.87
"Vilas, WI",55125,873.72
"Walworth, WI",55127,555.31
"Washburn, WI",55129,809.68
"Washington, WI",55131,430.82
"Waukesha, WI",55133,555.58
"Waupaca, WI",55135,751.09
"Waushara, WI",55137,626.03
"Winnebago, WI",55139,438.58
"Wood, WI",55141,792.78
WYOMING,56000,97100.4
"Albany, WY",56001,4272.75
"Big Horn, WY",56003,3136.99
"Campbell, WY",56005,4796.76
"Carbon, WY",56007,7896.14
"Converse, WY",56009,4254.72
"Crook, WY",56011,2858.59
"Fremont, WY",56013,9182.27
"Goshen, WY",56015,2225.32
"Hot Springs, WY",56017,2003.89
"Johnson, WY",56019,4166.28
"Laramie, WY",56021,2686.05
"Lincoln, WY",56023,4069.09
"Natrona, WY",56025,5339.88
"Niobrara, WY",56027,2625.81
"Park, WY",56029,6942.39
"Platte, WY",56031,2084.93
"Sheridan, WY",56033,2523.32
"Sublette, WY",56035,4882.57
"Sweetwater, WY",56037,10425.3
"Teton, WY",56039,4007.76
"Uinta, WY",56041,2081.66
"Washakie, WY",56043,2240.06
"Weston, WY",56045,2397.86
